month,precipitation_mm
2019-07,206.99063590484687
2019-08,254.20771061290992
2019-09,202.32152223292348
2019-10,214.3143875202525
2019-11,122.65418306186692
2019-12,11.279610316959007
2020-01,5.722805359839813
2020-02,1.0753316080733026
2020-03,12.608246529793425
