lon,lat,vv,vh,cell_id
105.84999999999994,8.549999999999976,-17.29673642924584,-31.94607758385934,105.8_8.5
105.84999999999994,8.649999999999975,-17.255591844498873,-31.79917493758505,105.8_8.6
105.84999999999994,8.749999999999975,-16.86614209373142,-31.610649903913252,105.8_8.7
105.84999999999994,8.849999999999975,-16.736578448676944,-31.605064142100073,105.8_8.8
105.84999999999994,8.949999999999974,-16.75743429009131,-31.464454489578088,105.8_8.9
105.84999999999994,9.049999999999974,-16.95015334703446,-31.47679262013153,105.8_9.0
105.84999999999994,9.149999999999974,-17.173409279675575,-31.6269199918908,105.8_9.1
105.84999999999994,9.249999999999973,-13.974997216071966,-24.053938961797733,105.8_9.2
105.84999999999994,9.349999999999973,-10.847269696043695,-17.6019181650632,105.8_9.3
105.84999999999994,9.449999999999973,-10.87820549985589,-17.40480106859436,105.8_9.4
105.84999999999994,9.549999999999972,-9.178556959028455,-15.344399632898071,105.8_9.5
105.84999999999994,9.649999999999972,-8.289040118301429,-15.914463939617535,105.8_9.6
105.84999999999994,9.749999999999972,-7.9888725997589,-14.77841204971497,105.8_9.7
105.84999999999994,9.849999999999971,-6.909798535490948,-13.480366887557059,105.8_9.8
105.84999999999994,9.94999999999997,-7.693707465699025,-14.469990908579934,105.8_9.9
105.84999999999994,10.04999999999997,-7.967886457367335,-14.978791915659077,105.8_10.0
105.84999999999994,10.14999999999997,-8.367793533398888,-15.027815876109953,105.8_10.1
105.84999999999994,10.24999999999997,-7.682077649819438,-14.793518068449634,105.8_10.2
105.84999999999994,10.34999999999997,-7.071478537769292,-13.918007322015319,105.8_10.3
105.84999999999994,10.449999999999969,-9.581290727342367,-15.947618686821569,105.8_10.4
105.84999999999994,10.549999999999969,-9.460281881152541,-15.740173813633696,105.8_10.5
105.84999999999994,10.649999999999968,-9.248395054333441,-15.994322832087802,105.8_10.6
105.84999999999994,10.749999999999968,-9.031088025319907,-15.54409571872837,105.8_10.7
105.84999999999994,10.849999999999968,-8.624972885568734,-15.317126293006147,105.8_10.8
105.84999999999994,10.949999999999967,-9.158486848009042,-17.007554019351865,105.8_10.9
105.84999999999994,11.049999999999967,-9.348731060475181,-17.610497844319276,105.8_11.0
105.94999999999993,8.549999999999976,-16.929577505529174,-32.19677689930931,105.9_8.5
105.94999999999993,8.649999999999975,-16.844186651613438,-32.16709159684638,105.9_8.6
105.94999999999993,8.749999999999975,-16.601953120540454,-31.96401988502863,105.9_8.7
105.94999999999993,8.849999999999975,-16.53563965355873,-32.081350621520095,105.9_8.8
105.94999999999993,8.949999999999974,-16.525445064429043,-31.774418362394915,105.9_8.9
105.94999999999993,9.049999999999974,-16.89676560796061,-31.678396992408402,105.9_9.0
105.94999999999993,9.149999999999974,-16.94283844917579,-31.52251113059879,105.9_9.1
105.94999999999993,9.249999999999973,-16.064416773784142,-28.697252685493698,105.9_9.2
105.94999999999993,9.349999999999973,-10.496294945959965,-17.12757484967346,105.9_9.3
105.94999999999993,9.449999999999973,-11.062084491628207,-17.533992752445045,105.9_9.4
105.94999999999993,9.549999999999972,-8.510606245873035,-14.920238374687614,105.9_9.5
105.94999999999993,9.649999999999972,-8.270255908727007,-14.984970726971493,105.9_9.6
105.94999999999993,9.749999999999972,-8.07505040020173,-15.05453724012072,105.9_9.7
105.94999999999993,9.849999999999971,-8.636081292467995,-15.398467926162347,105.9_9.8
105.94999999999993,9.94999999999997,-8.463412720023634,-15.098521955279017,105.9_9.9
105.94999999999993,10.04999999999997,-7.7922025068258005,-14.935831140012278,105.9_10.0
105.94999999999993,10.14999999999997,-8.011242267055495,-15.48739877452368,105.9_10.1
105.94999999999993,10.24999999999997,-7.289929040324673,-14.476471802217665,105.9_10.2
105.94999999999993,10.34999999999997,-7.380300191207257,-14.115638815385497,105.9_10.3
105.94999999999993,10.449999999999969,-9.02459259127818,-15.412545794453766,105.9_10.4
105.94999999999993,10.549999999999969,-9.15457615682682,-15.869987420632393,105.9_10.5
105.94999999999993,10.649999999999968,-9.070310119360471,-16.06099008083896,105.9_10.6
105.94999999999993,10.749999999999968,-8.624908913238848,-15.743561875711972,105.9_10.7
105.94999999999993,10.849999999999968,-8.175763145017221,-14.562134297551303,105.9_10.8
105.94999999999993,10.949999999999967,-9.19655015896823,-17.020630275461894,105.9_10.9
105.94999999999993,11.049999999999967,-8.836958309218128,-16.437413698002977,105.9_11.0
106.04999999999993,8.549999999999976,-16.785278486666456,-31.99452189371234,106.0_8.5
106.04999999999993,8.649999999999975,-16.634286648280685,-32.10605514624013,106.0_8.6
106.04999999999993,8.749999999999975,-16.617933550383203,-31.919093732320803,106.0_8.7
106.04999999999993,8.849999999999975,-16.47616080651964,-31.95674725917042,106.0_8.8
106.04999999999993,8.949999999999974,-16.51211339976888,-31.738431163688553,106.0_8.9
106.04999999999993,9.049999999999974,-16.90610238449389,-31.759693739557903,106.0_9.0
106.04999999999993,9.149999999999974,-16.955860969393118,-31.71306539941219,106.0_9.1
106.04999999999993,9.249999999999973,-16.920443367268124,-31.249319206266826,106.0_9.2
106.04999999999993,9.349999999999973,-11.007411435795397,-18.628889534029664,106.0_9.3
106.04999999999993,9.449999999999973,-10.565982979188094,-17.085607034010113,106.0_9.4
106.04999999999993,9.549999999999972,-9.035564203153408,-15.318675431397953,106.0_9.5
106.04999999999993,9.649999999999972,-8.409196274929267,-15.356600239938105,106.0_9.6
106.04999999999993,9.749999999999972,-9.305766212366304,-16.367721806580374,106.0_9.7
106.04999999999993,9.849999999999971,-9.256916424512912,-16.130759924572782,106.0_9.8
106.04999999999993,9.94999999999997,-7.191422682535002,-13.95441469945037,106.0_9.9
106.04999999999993,10.04999999999997,-7.287971992927904,-14.718747729677313,106.0_10.0
106.04999999999993,10.14999999999997,-7.401467040743667,-14.95745335961582,106.0_10.1
106.04999999999993,10.24999999999997,-8.437417502273817,-15.793719425086039,106.0_10.2
106.04999999999993,10.34999999999997,-7.043649872303955,-13.824636825387968,106.0_10.3
106.04999999999993,10.449999999999969,-8.377606808327014,-14.837807306114744,106.0_10.4
106.04999999999993,10.549999999999969,-9.11311824000601,-15.74942489947853,106.0_10.5
106.04999999999993,10.649999999999968,-9.280035161232515,-16.218864480756572,106.0_10.6
106.04999999999993,10.749999999999968,-8.5439355902107,-14.829787713846095,106.0_10.7
106.04999999999993,10.849999999999968,-9.040193170003063,-15.503050170652328,106.0_10.8
106.04999999999993,10.949999999999967,-9.559746303798278,-17.406962603769898,106.0_10.9
106.04999999999993,11.049999999999967,-8.696297249774211,-16.140691954135907,106.0_11.0
106.14999999999992,8.549999999999976,-16.511786036831083,-31.700639396384435,106.1_8.5
106.14999999999992,8.649999999999975,-16.40725045373009,-31.755110492002085,106.1_8.6
106.14999999999992,8.749999999999975,-15.97689146884441,-31.69372868276591,106.1_8.7
106.14999999999992,8.849999999999975,-16.136753556922812,-31.69306008747202,106.1_8.8
106.14999999999992,8.949999999999974,-16.129130569836253,-31.602316659201648,106.1_8.9
106.14999999999992,9.049999999999974,-16.433847238817638,-31.492516384753582,106.1_9.0
106.14999999999992,9.149999999999974,-16.711480168469468,-31.821046046487112,106.1_9.1
106.14999999999992,9.249999999999973,-16.673725331750347,-31.63162894726986,106.1_9.2
106.14999999999992,9.349999999999973,-13.61893778241893,-23.8799113852243,106.1_9.3
106.14999999999992,9.449999999999973,-10.52404743492812,-17.907433862249604,106.1_9.4
106.14999999999992,9.549999999999972,-9.791608220047978,-16.33719592573962,106.1_9.5
106.14999999999992,9.649999999999972,-9.682690092946256,-16.806437106727913,106.1_9.6
106.14999999999992,9.749999999999972,-8.602169568499729,-16.050883568169645,106.1_9.7
106.14999999999992,9.849999999999971,-8.026467498763338,-16.048981893714334,106.1_9.8
106.14999999999992,9.94999999999997,-7.505956845758403,-15.283552095958443,106.1_9.9
106.14999999999992,10.04999999999997,-7.366689002993709,-15.168488616434278,106.1_10.0
106.14999999999992,10.14999999999997,-8.236068500459789,-15.271428658444773,106.1_10.1
106.14999999999992,10.24999999999997,-8.785822204156318,-15.762174557420826,106.1_10.2
106.14999999999992,10.34999999999997,-6.533687321879034,-13.206638069885544,106.1_10.3
106.14999999999992,10.449999999999969,-7.691783960246919,-14.616422074504316,106.1_10.4
106.14999999999992,10.549999999999969,-8.431662882191123,-14.593761994944499,106.1_10.5
106.14999999999992,10.649999999999968,-8.311632207323228,-14.18119330172693,106.1_10.6
106.14999999999992,10.749999999999968,-8.437343431507319,-14.25476635883117,106.1_10.7
106.14999999999992,10.849999999999968,-9.080705728988546,-15.297957409222514,106.1_10.8
106.14999999999992,10.949999999999967,-9.173733432107177,-16.029158920604626,106.1_10.9
106.14999999999992,11.049999999999967,-8.928851749543137,-15.904545330151276,106.1_11.0
106.24999999999991,8.549999999999976,-16.091679441059703,-31.65244599842786,106.2_8.5
106.24999999999991,8.649999999999975,-16.077851719674083,-31.688478179001276,106.2_8.6
106.24999999999991,8.749999999999975,-15.847049145405812,-31.812402611776243,106.2_8.7
106.24999999999991,8.849999999999975,-15.566792421281884,-31.686000921349446,106.2_8.8
106.24999999999991,8.949999999999974,-15.74631940118818,-31.6794434204511,106.2_8.9
106.24999999999991,9.049999999999974,-16.137793304929133,-31.57075395317449,106.2_9.0
106.24999999999991,9.149999999999974,-16.27549216717425,-31.836719958246977,106.2_9.1
106.24999999999991,9.249999999999973,-16.558549796210222,-31.718006536193602,106.2_9.2
106.24999999999991,9.349999999999973,-16.98489131645385,-31.810583253172727,106.2_9.3
106.24999999999991,9.449999999999973,-16.866961313354306,-30.014872116139944,106.2_9.4
106.24999999999991,9.549999999999972,-10.446159129528493,-18.323188908092945,106.2_9.5
106.24999999999991,9.649999999999972,-9.583841336274578,-17.42583425394966,106.2_9.6
106.24999999999991,9.749999999999972,-7.814261836022841,-14.65686229956862,106.2_9.7
106.24999999999991,9.849999999999971,-7.735823814441868,-15.692190589829204,106.2_9.8
106.24999999999991,9.94999999999997,-7.083094056462684,-15.091447045853215,106.2_9.9
106.24999999999991,10.04999999999997,-8.513293504317991,-15.77798967484857,106.2_10.0
106.24999999999991,10.14999999999997,-6.887742857582529,-14.14965736705331,106.2_10.1
106.24999999999991,10.24999999999997,-6.83777180706325,-14.125044255940542,106.2_10.2
106.24999999999991,10.34999999999997,-6.853274459868691,-14.255287425967692,106.2_10.3
106.24999999999991,10.449999999999969,-7.8882640421404755,-14.407414958754753,106.2_10.4
106.24999999999991,10.549999999999969,-7.584282304915477,-13.818873367598897,106.2_10.5
106.24999999999991,10.649999999999968,-8.719375176600568,-15.039136211754037,106.2_10.6
106.24999999999991,10.749999999999968,-8.563178982220071,-14.223960327804294,106.2_10.7
106.24999999999991,10.849999999999968,-8.367755585155857,-14.303252910092946,106.2_10.8
106.24999999999991,10.949999999999967,-8.682120258811969,-14.79804934361905,106.2_10.9
106.24999999999991,11.049999999999967,-8.214781507391843,-15.102499329014476,106.2_11.0
106.34999999999991,8.549999999999976,-15.412699845162733,-31.63701118856551,106.3_8.5
106.34999999999991,8.649999999999975,-15.593525205160452,-31.693250352458715,106.3_8.6
106.34999999999991,8.749999999999975,-15.359206670072538,-31.81260659478946,106.3_8.7
106.34999999999991,8.849999999999975,-14.732378829970656,-31.621714553521784,106.3_8.8
106.34999999999991,8.949999999999974,-14.782172077326653,-31.693311299114427,106.3_8.9
106.34999999999991,9.049999999999974,-15.6239637727293,-31.576063848085774,106.3_9.0
106.34999999999991,9.149999999999974,-15.902746426781718,-31.71299829000606,106.3_9.1
106.34999999999991,9.249999999999973,-15.951011623659534,-31.662800444521878,106.3_9.2
106.34999999999991,9.349999999999973,-16.600471440811475,-31.828835192889695,106.3_9.3
106.34999999999991,9.449999999999973,-17.152983956538307,-32.07628061220006,106.3_9.4
106.34999999999991,9.549999999999972,-14.637137625643486,-25.112457540186266,106.3_9.5
106.34999999999991,9.649999999999972,-9.153240464415948,-16.052585959046745,106.3_9.6
106.34999999999991,9.749999999999972,-8.09253433940686,-15.08575032786858,106.3_9.7
106.34999999999991,9.849999999999971,-8.264339399368897,-15.23592687204064,106.3_9.8
106.34999999999991,9.94999999999997,-8.061328766808574,-15.475638735392604,106.3_9.9
106.34999999999991,10.04999999999997,-7.296419066329988,-14.69865803686878,106.3_10.0
106.34999999999991,10.14999999999997,-7.0432875237443415,-14.48274926771289,106.3_10.1
106.34999999999991,10.24999999999997,-6.185610049055479,-13.770372391157055,106.3_10.2
106.34999999999991,10.34999999999997,-6.0432556448238,-14.028849867489312,106.3_10.3
106.34999999999991,10.449999999999969,-6.299868649652071,-13.55523219132163,106.3_10.4
106.34999999999991,10.549999999999969,-7.532837282648487,-14.468243569343898,106.3_10.5
106.34999999999991,10.649999999999968,-8.49813208309573,-15.05303586782217,106.3_10.6
106.34999999999991,10.749999999999968,-8.167802843216657,-14.191793802825101,106.3_10.7
106.34999999999991,10.849999999999968,-8.364962447218323,-14.600112658234842,106.3_10.8
106.34999999999991,10.949999999999967,-8.163608364303261,-14.95688524765728,106.3_10.9
106.34999999999991,11.049999999999967,-7.068093630631854,-14.0667934403736,106.3_11.0
106.4499999999999,8.549999999999976,-14.613119194289254,-31.18892108694829,106.4_8.5
106.4499999999999,8.649999999999975,-14.978410161819944,-31.248894054267186,106.4_8.6
106.4499999999999,8.749999999999975,-14.757925643052115,-31.627135882962403,106.4_8.7
106.4499999999999,8.849999999999975,-14.61807559107505,-31.502121480132256,106.4_8.8
106.4499999999999,8.949999999999974,-14.650890603333872,-31.526686215982156,106.4_8.9
106.4499999999999,9.049999999999974,-14.91419453548379,-31.53031858128087,106.4_9.0
106.4499999999999,9.149999999999974,-15.268913222800567,-31.480751244856652,106.4_9.1
106.4499999999999,9.249999999999973,-15.331948982461206,-31.58269864864835,106.4_9.2
106.4499999999999,9.349999999999973,-15.794022861160864,-31.560410829207164,106.4_9.3
106.4499999999999,9.449999999999973,-16.33744485500057,-31.71497271778051,106.4_9.4
106.4499999999999,9.549999999999972,-12.1691824604539,-22.01245598077674,106.4_9.5
106.4499999999999,9.649999999999972,-9.732764649159131,-17.038831388882823,106.4_9.6
106.4499999999999,9.749999999999972,-9.084575790957764,-16.183899764432002,106.4_9.7
106.4499999999999,9.849999999999971,-9.95195236723312,-17.643385540539715,106.4_9.8
106.4499999999999,9.94999999999997,-9.413623254881697,-16.997764014403714,106.4_9.9
106.4499999999999,10.04999999999997,-8.299796645291146,-15.959267420860746,106.4_10.0
106.4499999999999,10.14999999999997,-6.583077617455108,-13.97364025488846,106.4_10.1
106.4499999999999,10.24999999999997,-6.65935643476095,-14.125571904569732,106.4_10.2
106.4499999999999,10.34999999999997,-7.183519648964987,-14.740246703582812,106.4_10.3
106.4499999999999,10.449999999999969,-5.94223667578159,-13.292118944284566,106.4_10.4
106.4499999999999,10.549999999999969,-6.865811745353478,-14.132470821794673,106.4_10.5
106.4499999999999,10.649999999999968,-7.205542660427093,-14.437166804769317,106.4_10.6
106.4499999999999,10.749999999999968,-7.0629385919811885,-13.844859521006086,106.4_10.7
106.4499999999999,10.849999999999968,-7.105163385418637,-14.330336523018877,106.4_10.8
106.4499999999999,10.949999999999967,-7.35313470205502,-14.209699748056133,106.4_10.9
106.4499999999999,11.049999999999967,-7.554141220832787,-14.936558726952429,106.4_11.0
106.5499999999999,8.549999999999976,-16.207257541888417,-32.076572638912694,106.5_8.5
106.5499999999999,8.649999999999975,-13.559952003859593,-26.873641231124886,106.5_8.6
106.5499999999999,8.749999999999975,-14.402418384535295,-29.985893366052355,106.5_8.7
106.5499999999999,8.849999999999975,-14.333813711464366,-30.977647932758313,106.5_8.8
106.5499999999999,8.949999999999974,-14.057700216478692,-31.029945804944465,106.5_8.9
106.5499999999999,9.049999999999974,-14.200274806487684,-31.22641884868251,106.5_9.0
106.5499999999999,9.149999999999974,-14.423371028596017,-31.110906195667997,106.5_9.1
106.5499999999999,9.249999999999973,-14.83264118709613,-31.35898670343114,106.5_9.2
106.5499999999999,9.349999999999973,-14.928655308383597,-31.306344106032796,106.5_9.3
106.5499999999999,9.449999999999973,-15.311143052325702,-31.373134404132355,106.5_9.4
106.5499999999999,9.549999999999972,-13.584082383197188,-28.378779685012447,106.5_9.5
106.5499999999999,9.649999999999972,-11.59082375612892,-21.06750411635154,106.5_9.6
106.5499999999999,9.749999999999972,-13.124547820591772,-23.352953091163503,106.5_9.7
106.5499999999999,9.849999999999971,-13.080692643072021,-22.25265716728892,106.5_9.8
106.5499999999999,9.94999999999997,-10.397980835112877,-18.228144210442846,106.5_9.9
106.5499999999999,10.04999999999997,-8.693431353191933,-16.05593289918999,106.5_10.0
106.5499999999999,10.14999999999997,-7.115731307474509,-14.25291858147964,106.5_10.1
106.5499999999999,10.24999999999997,-8.34569585518478,-16.02274530763045,106.5_10.2
106.5499999999999,10.34999999999997,-6.824853141401222,-14.272164715691968,106.5_10.3
106.5499999999999,10.449999999999969,-7.983011738403092,-15.281420226850413,106.5_10.4
106.5499999999999,10.549999999999969,-7.91147523011179,-14.836433368471377,106.5_10.5
106.5499999999999,10.649999999999968,-6.297636729443586,-13.597975323336083,106.5_10.6
106.5499999999999,10.749999999999968,-5.6112685032354275,-12.97640571227557,106.5_10.7
106.5499999999999,10.849999999999968,-4.934040532411965,-12.771330410409945,106.5_10.8
106.5499999999999,10.949999999999967,-6.8548268142886215,-13.5738902112615,106.5_10.9
106.5499999999999,11.049999999999967,-7.027033773552402,-13.630369124973251,106.5_11.0
106.64999999999989,8.549999999999976,-18.38132524669187,-33.607410846237485,106.6_8.5
106.64999999999989,8.649999999999975,-17.686686808828547,-29.92995491837129,106.6_8.6
106.64999999999989,8.749999999999975,-17.36372912238005,-28.646857443411935,106.6_8.7
106.64999999999989,8.849999999999975,-18.600328156144215,-33.25103723195276,106.6_8.8
106.64999999999989,8.949999999999974,-16.778044227638603,-32.111561336932354,106.6_8.9
106.64999999999989,9.049999999999974,-15.818010381291533,-31.611686956371248,106.6_9.0
106.64999999999989,9.149999999999974,-14.990728664336782,-30.90744688130645,106.6_9.1
106.64999999999989,9.249999999999973,-14.395205317554769,-30.75273849979979,106.6_9.2
106.64999999999989,9.349999999999973,-14.33317052029865,-30.697548453639182,106.6_9.3
106.64999999999989,9.449999999999973,-14.610774663158022,-30.781561978286735,106.6_9.4
106.64999999999989,9.549999999999972,-13.807443113132992,-30.61821033924233,106.6_9.5
106.64999999999989,9.649999999999972,-14.284949484556073,-30.135147658302383,106.6_9.6
106.64999999999989,9.749999999999972,-15.340140351412275,-30.218309094508587,106.6_9.7
106.64999999999989,9.849999999999971,-11.910162913325792,-21.191073685927474,106.6_9.8
106.64999999999989,9.94999999999997,-13.144655343347228,-23.87291621852635,106.6_9.9
106.64999999999989,10.04999999999997,-9.53933636167174,-16.81073061306968,106.6_10.0
106.64999999999989,10.14999999999997,-9.262473827852089,-16.290850508150527,106.6_10.1
106.64999999999989,10.24999999999997,-10.101141827331412,-18.0226586250968,106.6_10.2
106.64999999999989,10.34999999999997,-7.423520416369344,-14.590254655235306,106.6_10.3
106.64999999999989,10.449999999999969,-9.090344412398416,-16.627842787959988,106.6_10.4
106.64999999999989,10.549999999999969,-7.868496655624373,-15.090497694930423,106.6_10.5
106.64999999999989,10.649999999999968,-6.64455498590227,-14.016183983945059,106.6_10.6
106.64999999999989,10.749999999999968,-2.5418979560321677,-9.93300757095842,106.6_10.7
106.64999999999989,10.849999999999968,-3.2817115460032635,-10.75752430961237,106.6_10.8
106.64999999999989,10.949999999999967,-5.500925567304057,-12.63522937974444,106.6_10.9
106.64999999999989,11.049999999999967,-6.133273343284698,-13.369193908166295,106.6_11.0
106.74999999999989,8.549999999999976,-18.70190053055141,-33.02986318307209,106.7_8.5
106.74999999999989,8.649999999999975,-18.96269260314597,-32.36156390430986,106.7_8.6
106.74999999999989,8.749999999999975,-19.80007236714054,-32.777213076876095,106.7_8.7
106.74999999999989,8.849999999999975,-19.669366878220075,-32.9582010893701,106.7_8.8
106.74999999999989,8.949999999999974,-19.247767617755105,-32.34274727853231,106.7_8.9
106.74999999999989,9.049999999999974,-18.333472127488708,-32.017822910328945,106.7_9.0
106.74999999999989,9.149999999999974,-18.600033417314737,-31.541734167833795,106.7_9.1
106.74999999999989,9.249999999999973,-18.537846062283123,-31.29155447484397,106.7_9.2
106.74999999999989,9.349999999999973,-17.46069945717341,-30.660485026937604,106.7_9.3
106.74999999999989,9.449999999999973,-15.633130092259977,-30.14050502187078,106.7_9.4
106.74999999999989,9.549999999999972,-13.640246825468015,-30.384300922263996,106.7_9.5
106.74999999999989,9.649999999999972,-13.440901326608902,-29.929393250531398,106.7_9.6
106.74999999999989,9.749999999999972,-13.6849581479994,-30.294641430241434,106.7_9.7
106.74999999999989,9.849999999999971,-13.851246325484821,-29.99049025504421,106.7_9.8
106.74999999999989,9.94999999999997,-14.53205047722175,-30.559112194832394,106.7_9.9
106.74999999999989,10.04999999999997,-13.388096241162378,-25.107210355225,106.7_10.0
106.74999999999989,10.14999999999997,-12.14987929495936,-20.601916182856876,106.7_10.1
106.74999999999989,10.24999999999997,-12.087044437225188,-21.205997608415437,106.7_10.2
106.74999999999989,10.34999999999997,-9.475490616931047,-17.57630096711213,106.7_10.3
106.74999999999989,10.449999999999969,-11.769153752949448,-20.01299805286302,106.7_10.4
106.74999999999989,10.549999999999969,-10.682662736809972,-18.334003273686395,106.7_10.5
106.74999999999989,10.649999999999968,-8.564356460557288,-15.978341266759635,106.7_10.6
106.74999999999989,10.749999999999968,-5.403174132498677,-13.114743214033927,106.7_10.7
106.74999999999989,10.849999999999968,-3.8633559420061245,-11.370356479204291,106.7_10.8
106.74999999999989,10.949999999999967,-4.383207116374702,-12.088961259364492,106.7_10.9
106.74999999999989,11.049999999999967,-5.725300427470836,-13.093726458792077,106.7_11.0
106.84999999999988,8.549999999999976,-19.094610493923398,-32.090707355786904,106.8_8.5
106.84999999999988,8.649999999999975,-19.140321944271623,-31.618256567502414,106.8_8.6
106.84999999999988,8.749999999999975,-19.165016392078137,-31.32955401752772,106.8_8.7
106.84999999999988,8.849999999999975,-19.24771758280633,-31.283379779339718,106.8_8.8
106.84999999999988,8.949999999999974,-19.24670711823608,-30.967589334989377,106.8_8.9
106.84999999999988,9.049999999999974,-18.8661715041451,-30.72435579008237,106.8_9.0
106.84999999999988,9.149999999999974,-18.3015565551525,-30.303270040669634,106.8_9.1
106.84999999999988,9.249999999999973,-19.126170502003504,-30.575957483299007,106.8_9.2
106.84999999999988,9.549999999999972,-14.00822512770807,-30.94590100935274,106.8_9.5
106.84999999999988,9.649999999999972,-13.954352077033159,-30.192098212454145,106.8_9.6
106.84999999999988,9.749999999999972,-14.278755567083003,-30.291080608526077,106.8_9.7
106.84999999999988,9.849999999999971,-14.519259335720154,-30.424660721211964,106.8_9.8
106.84999999999988,9.94999999999997,-14.45696658554098,-30.40101833331797,106.8_9.9
106.84999999999988,10.04999999999997,-15.631376522463807,-30.864748369764165,106.8_10.0
106.84999999999988,10.14999999999997,-16.230755369657597,-30.675367000160325,106.8_10.1
106.84999999999988,10.24999999999997,-16.017648899606712,-30.377813625162666,106.8_10.2
106.84999999999988,10.34999999999997,-15.794130226076932,-28.963268229573554,106.8_10.3
106.84999999999988,10.449999999999969,-10.30983739348377,-17.24747403257116,106.8_10.4
106.84999999999988,10.549999999999969,-8.625929536134507,-15.13946046049952,106.8_10.5
106.84999999999988,10.649999999999968,-8.70254911162206,-15.44780578745854,106.8_10.6
106.84999999999988,10.749999999999968,-8.349976595820243,-15.38209932459222,106.8_10.7
106.84999999999988,10.849999999999968,-6.991159858430742,-14.185854404962262,106.8_10.8
106.84999999999988,10.949999999999967,-4.67081056654975,-12.040094265686784,106.8_10.9
106.84999999999988,11.049999999999967,-7.050837525755479,-13.91609553269921,106.8_11.0
