AOI,mean_vh_gain_pct,std_vh_gain_pct,sum_vh_only_km2,max_vh_only_km2,mean_vh_only_km2
Mekong_Delta,7.809550295110353,2.702636755199836,50436.92927298976,6664.942924893435,5043.6929272989755
Tonle_Sap,28.27527136904532,6.694714406616689,36634.462336951576,4922.582899274589,3663.4462336951574
