aoi,pre_mean,post_mean,change_km2,change_pct,p_value,significant,effect_size,interpretation
Mekong_Delta,44975.731881294465,46785.53488621034,1809.803004915877,4.0239545399562004,0.38095238095238093,False,0.4444444444444444,medium
Tonle_Sap,10684.831748446144,14180.336393196958,3495.504644750814,32.714643777700594,0.26190476190476186,False,0.5555555555555556,large
